loan_amount,interest_rate,grade,homeownership,debt_to_income
35500,9.44,B,RENT,15.17
15000,15.04,C,OWN,29.52
25000,7.34,A,MORTGAGE,20.52
5000,7.34,A,OWN,27.11
35875,13.59,C,RENT,32.07
40000,11.99,B,RENT,8.37
12000,6.72,A,MORTGAGE,20.95
7000,10.42,B,MORTGAGE,20.22
23875,18.06,D,RENT,38.43
30000,21.45,D,RENT,3.35
35000,5.31,A,MORTGAGE,25.12
32150,13.58,C,RENT,25.86
4800,11.99,B,MORTGAGE,6.36
10000,21.45,D,RENT,28.9
12000,9.93,B,RENT,21.16
12000,14.07,C,RENT,6.37
10000,7.35,A,MORTGAGE,23.97
10000,14.08,C,RENT,7.17
1000,7.35,A,RENT,1.88
17000,14.08,C,OWN,5.67
15000,10.91,B,MORTGAGE,7.08
23000,12.62,C,OWN,54.6
15000,12.61,C,RENT,20.7
5000,5.31,A,MORTGAGE,10.67
32000,15.05,C,MORTGAGE,13.23
3000,9.92,B,RENT,15.13
18000,5.32,A,MORTGAGE,16.55
12000,28.72,F,RENT,20.5
10000,7.97,A,MORTGAGE,23.91
15000,22.9,E,RENT,7.96
15000,13.59,C,RENT,9.63
40000,16.02,C,RENT,8.25
5000,7.97,A,MORTGAGE,8.44
7200,6.71,A,RENT,13.48
5800,7.34,A,MORTGAGE,23.75
14375,10.9,B,OWN,13.14
35000,10.42,B,MORTGAGE,23.09
7500,21.85,D,OWN,33.55
6000,9.92,B,OWN,41.24
21000,11.99,B,MORTGAGE,18
10000,17.09,D,MORTGAGE,26.2
10400,20,D,RENT,25.68
24000,10.9,B,MORTGAGE,30.07
24000,15.05,C,OWN,21.12
35000,13.58,C,MORTGAGE,14.87
12000,19.03,D,RENT,14.91
1000,25.82,E,RENT,25.84
35000,11.98,B,MORTGAGE,33.19
7200,21.45,D,RENT,27.93
25000,9.93,B,RENT,19.69
25000,16.02,C,MORTGAGE,15.33
24000,7.34,A,RENT,11.39
12000,11.99,B,MORTGAGE,47.36
16000,19.03,D,OWN,26.12
12000,17.09,D,RENT,5.62
15000,9.44,B,MORTGAGE,20.17
3125,6.07,A,RENT,9.58
33600,9.93,B,OWN,26.62
5000,6.72,A,RENT,13.77
40000,16.02,C,MORTGAGE,18.04
3000,9.44,B,RENT,6.81
2500,6.07,A,MORTGAGE,14.37
30000,9.93,B,MORTGAGE,8.79
20000,18.06,D,MORTGAGE,24.14
34825,12.61,C,MORTGAGE,21.31
19000,7.35,A,RENT,13
8000,13.59,C,RENT,26.45
24725,10.9,B,MORTGAGE,27.61
10000,11.98,B,RENT,1.11
20000,14.08,C,MORTGAGE,13.24
11000,7.35,A,RENT,10.91
7800,10.91,B,OWN,13.69
15000,9.92,B,RENT,5.62
6000,7.97,A,MORTGAGE,24.26
13000,12.62,C,MORTGAGE,19.98
20000,28.72,F,MORTGAGE,29.91
20000,20,D,RENT,30.48
25000,6.08,A,RENT,11.63
35000,12.61,C,MORTGAGE,33.28
6000,17.09,D,MORTGAGE,17.66
23550,7.97,A,MORTGAGE,46.83
20000,23.87,E,OWN,22.19
7600,7.96,A,MORTGAGE,28.16
40000,6.08,A,MORTGAGE,27.97
12000,12.62,C,MORTGAGE,13.08
15000,14.08,C,RENT,15.29
5000,10.9,B,MORTGAGE,4.57
10000,30.65,F,MORTGAGE,37.8
11500,15.05,C,RENT,29.44
21000,11.99,B,RENT,9.78
40000,17.09,D,RENT,74.3
10000,7.35,A,MORTGAGE,29.61
9000,13.58,C,RENT,5.8
24000,15.04,C,RENT,24.46
10000,10.41,B,MORTGAGE,17.64
12000,16.02,C,MORTGAGE,30.46
12000,16.01,C,MORTGAGE,29.36
40000,9.44,B,MORTGAGE,70.13
7000,23.88,E,RENT,10.46
15500,7.35,A,OWN,14.56
11100,9.93,B,MORTGAGE,14.61
14000,16.02,C,MORTGAGE,17.46
13000,5.32,A,MORTGAGE,10.86
15000,13.59,C,MORTGAGE,20.19
5150,7.96,A,MORTGAGE,4.85
39000,10.42,B,MORTGAGE,11.55
4000,18.06,D,MORTGAGE,35.78
23000,10.42,B,RENT,18.03
30000,18.45,D,MORTGAGE,45.51
16000,10.42,B,MORTGAGE,21.23
8425,22.9,E,OWN,3.38
15000,10.91,B,OWN,32.67
20000,10.41,B,MORTGAGE,24.69
9800,6.08,A,MORTGAGE,29.84
30000,14.08,C,MORTGAGE,8.07
8000,6.72,A,MORTGAGE,135.28
11500,18.45,D,MORTGAGE,31.75
7000,11.99,B,RENT,8.51
16500,23.88,E,MORTGAGE,25.66
10000,6.71,A,RENT,12.68
38500,12.62,C,MORTGAGE,14.97
6000,7.34,A,MORTGAGE,0.48
6000,11.98,B,MORTGAGE,18.75
40000,16.02,C,RENT,4.46
14000,5.31,A,MORTGAGE,22.2
32000,9.93,B,MORTGAGE,19.08
7000,6.07,A,MORTGAGE,15.19
6000,9.92,B,OWN,11.31
9600,7.34,A,MORTGAGE,16.61
20000,10.9,B,MORTGAGE,17.18
31000,7.96,A,MORTGAGE,18.45
6500,6.08,A,MORTGAGE,17.18
10000,9.43,B,RENT,13.4
30000,7.97,A,OWN,0.77
16800,15.05,C,OWN,23.04
10000,9.44,B,MORTGAGE,23.85
10000,6.08,A,RENT,7.15
20000,9.44,B,RENT,2.31
20000,9.43,B,MORTGAGE,17.56
19000,16.02,C,MORTGAGE,22.23
11200,6.72,A,MORTGAGE,10.32
25000,9.93,B,MORTGAGE,43.96
16800,13.58,C,RENT,15.04
7000,9.92,B,RENT,32.87
13425,10.9,B,MORTGAGE,15.33
2800,9.93,B,RENT,26.75
10000,6.72,A,RENT,2.81
16000,19.42,D,MORTGAGE,30.75
10000,6.72,A,RENT,11.04
3000,17.09,D,MORTGAGE,13.92
35000,9.44,B,MORTGAGE,16.96
3000,6.72,A,MORTGAGE,21.99
12000,7.96,A,MORTGAGE,22.83
2500,6.71,A,MORTGAGE,28.56
30000,9.93,B,RENT,20.7
5000,22.9,E,MORTGAGE,14.67
35000,17.47,D,RENT,18.51
11500,6.07,A,MORTGAGE,10.84
20000,16.02,C,RENT,16.46
32000,18.45,D,MORTGAGE,35.43
17000,9.44,B,RENT,6.9
10000,11.99,B,RENT,17.24
10000,6.72,A,MORTGAGE,1.87
23275,18.45,D,RENT,30.45
21600,13.59,C,MORTGAGE,15.71
10000,21.45,D,RENT,22.88
30000,30.17,F,RENT,18.24
40000,16.02,C,MORTGAGE,1.93
4200,7.35,A,MORTGAGE,2.65
26000,25.82,E,MORTGAGE,14.54
6000,10.41,B,RENT,10.65
20000,12.62,C,MORTGAGE,10.14
15500,7.34,A,MORTGAGE,12.02
20000,15.05,C,MORTGAGE,4.85
7000,9.43,B,RENT,14.97
34700,12.61,C,RENT,7.63
5000,19.42,D,MORTGAGE,32.1
11400,12.62,C,OWN,20.39
7000,11.99,B,OWN,27.04
30000,7.34,A,MORTGAGE,18.72
20000,11.99,B,MORTGAGE,68.75
27700,17.09,D,RENT,10.23
32000,12.62,C,RENT,40.89
12000,14.07,C,MORTGAGE,22.86
10050,16.01,C,OWN,21.99
15000,7.34,A,RENT,3.47
10000,15.04,C,MORTGAGE,13.05
40000,7.35,A,MORTGAGE,0
4900,6.72,A,MORTGAGE,11.72
29000,6.08,A,MORTGAGE,53.46
28000,12.62,C,MORTGAGE,18.56
18000,24.85,E,MORTGAGE,32.68
28000,5.31,A,OWN,26.43
40000,9.43,B,MORTGAGE,0.58
10000,7.35,A,RENT,1.85
5250,11.98,B,RENT,29.46
40000,9.92,B,RENT,21.8
5000,11.99,B,MORTGAGE,7.8
24000,21.45,D,MORTGAGE,26.64
5000,7.35,A,RENT,5.72
4000,16.01,C,OWN,22.15
10000,12.62,C,RENT,11.61
30000,20.39,D,OWN,7.67
40000,10.91,B,OWN,2.79
2800,7.34,A,MORTGAGE,0
15600,11.98,B,MORTGAGE,44.54
6025,9.43,B,RENT,19.38
7000,6.72,A,RENT,27.51
14000,6.07,A,OWN,19.4
8000,10.91,B,RENT,19.43
8000,10.42,B,MORTGAGE,18.57
39400,15.05,C,MORTGAGE,23.92
15000,15.05,C,MORTGAGE,16.02
10000,11.98,B,MORTGAGE,32.2
20000,7.34,A,MORTGAGE,12.06
10000,19.42,D,RENT,14.04
25000,24.85,E,RENT,25.76
6500,7.96,A,RENT,16.5
15000,7.96,A,RENT,16.86
16000,10.9,B,MORTGAGE,23.18
2400,7.96,A,MORTGAGE,10.8
10000,15.05,C,MORTGAGE,25.79
15400,24.85,E,RENT,22.86
7000,11.99,B,RENT,32.25
10000,18.45,D,MORTGAGE,74.86
40000,7.96,A,OWN,6.5
24000,11.99,B,MORTGAGE,16.25
22000,7.96,A,OWN,32.74
40000,5.32,A,MORTGAGE,6.04
10000,15.04,C,RENT,20.06
16000,12.61,C,RENT,3.12
20400,9.93,B,MORTGAGE,8.57
12000,9.43,B,MORTGAGE,20.56
8000,18.06,D,RENT,11.69
7000,13.58,C,RENT,15.23
10000,11.98,B,MORTGAGE,23.72
10000,11.98,B,OWN,12.55
36000,7.35,A,MORTGAGE,28.93
10000,7.97,A,RENT,3.57
28000,7.35,A,MORTGAGE,31.51
6000,14.07,C,MORTGAGE,36.1
12000,20,D,MORTGAGE,65.07
20000,10.9,B,MORTGAGE,6.66
5350,10.91,B,MORTGAGE,15.87
24000,6.71,A,MORTGAGE,11.37
23000,9.93,B,OWN,10.02
6000,6.08,A,RENT,14.6
17000,9.92,B,MORTGAGE,25.72
5000,18.06,D,RENT,60.65
10000,16.02,C,OWN,8.31
12000,13.59,C,MORTGAGE,13.1
14000,9.93,B,RENT,17.29
30000,7.35,A,MORTGAGE,5.23
3000,11.99,B,OWN,7.4
6000,17.47,D,MORTGAGE,22.3
7000,15.05,C,RENT,26.04
12000,7.97,A,RENT,31.38
16000,26.3,E,RENT,22.63
9600,10.42,B,RENT,23.4
5100,23.88,E,RENT,37.31
10000,15.05,C,OWN,23.2
6500,7.96,A,MORTGAGE,23.91
6000,11.99,B,MORTGAGE,26.98
20000,20,D,MORTGAGE,11.38
20000,18.06,D,RENT,21.8
15000,9.43,B,MORTGAGE,5.92
25000,13.58,C,MORTGAGE,12.24
6000,6.07,A,MORTGAGE,5.29
30000,13.59,C,RENT,17.27
2000,12.61,C,RENT,9.72
14400,18.06,D,MORTGAGE,32.96
25000,15.05,C,RENT,17.67
35000,16.02,C,MORTGAGE,24.87
40000,10.42,B,MORTGAGE,23.48
35000,17.09,D,MORTGAGE,4.21
14800,9.92,B,MORTGAGE,24.73
15000,11.99,B,MORTGAGE,18.09
21000,9.92,B,MORTGAGE,10.46
22000,9.93,B,MORTGAGE,19.13
16000,17.09,D,MORTGAGE,21.95
18200,10.42,B,RENT,15.57
15000,18.06,D,RENT,7.25
15500,12.61,C,RENT,19.58
15000,9.92,B,RENT,12.66
10000,9.93,B,MORTGAGE,20.59
21000,7.97,A,MORTGAGE,31.61
8000,7.96,A,OWN,11.97
9600,7.35,A,OWN,18.62
12000,13.58,C,MORTGAGE,10.63
10000,10.41,B,OWN,14.31
8000,9.93,B,RENT,34.53
13000,10.42,B,RENT,10.13
34650,11.99,B,RENT,32.55
12000,9.92,B,MORTGAGE,7.7
10000,9.44,B,OWN,24.66
16000,7.34,A,MORTGAGE,14.34
32000,16.02,C,MORTGAGE,2.7
15000,12.61,C,RENT,10.08
10000,17.47,D,OWN,20.6
15000,14.07,C,MORTGAGE,7.41
30000,5.31,A,MORTGAGE,28.11
26000,19.03,D,RENT,14.09
17625,18.45,D,MORTGAGE,1.9
20000,21.85,D,MORTGAGE,2.42
21000,7.34,A,MORTGAGE,16.72
20000,19.03,D,RENT,36.47
30000,7.34,A,RENT,13.53
16000,15.05,C,RENT,17.35
16500,9.43,B,MORTGAGE,8.16
10000,21.45,D,RENT,7.89
31325,11.98,B,MORTGAGE,19.71
10000,6.71,A,RENT,37.94
13000,14.08,C,MORTGAGE,34.98
20000,7.97,A,OWN,21.49
35000,14.08,C,MORTGAGE,22.41
10000,9.92,B,MORTGAGE,31.87
15000,6.72,A,RENT,22.13
12000,14.08,C,MORTGAGE,22.02
10000,13.59,C,OWN,32.82
36000,13.59,C,MORTGAGE,17.86
13000,10.9,B,OWN,14.38
2250,26.3,E,RENT,22.76
32200,9.44,B,MORTGAGE,3.17
11000,15.05,C,MORTGAGE,13.2
10000,7.34,A,RENT,16.08
15000,20,D,MORTGAGE,15.41
20000,7.34,A,MORTGAGE,35.44
24000,10.9,B,RENT,29.53
16000,16.02,C,MORTGAGE,3.96
7000,16.02,C,MORTGAGE,26.23
25200,10.9,B,MORTGAGE,25.33
30000,13.59,C,MORTGAGE,27.48
4050,26.3,E,MORTGAGE,30.96
6000,15.05,C,MORTGAGE,55.91
15000,10.91,B,RENT,5.91
40000,7.34,A,MORTGAGE,21.26
23000,14.08,C,RENT,18.86
35000,16.01,C,RENT,42.2
10000,11.99,B,MORTGAGE,17.51
36000,14.08,C,MORTGAGE,21.63
6000,6.07,A,OWN,26.18
2000,6.08,A,MORTGAGE,18.92
36000,25.82,E,RENT,12.22
7500,10.41,B,MORTGAGE,5.57
24775,20,D,MORTGAGE,17.18
16000,7.35,A,RENT,11.42
30000,20.39,D,RENT,6.03
3600,7.96,A,MORTGAGE,9.2
3600,6.08,A,MORTGAGE,25.87
40000,13.58,C,MORTGAGE,11.6
15000,7.34,A,MORTGAGE,11.91
40000,6.72,A,MORTGAGE,13.06
24000,14.08,C,MORTGAGE,20.55
15000,14.08,C,MORTGAGE,11.06
10000,9.44,B,MORTGAGE,15.5
20000,22.91,E,RENT,52.27
19200,20,D,RENT,14.52
32675,24.84,E,MORTGAGE,22.72
2500,9.93,B,MORTGAGE,11.83
6000,10.42,B,RENT,18.36
8000,9.44,B,RENT,10.52
6000,15.05,C,MORTGAGE,24.65
5000,11.98,B,RENT,32.4
6000,9.44,B,MORTGAGE,14.51
7000,18.45,D,RENT,9.04
13000,26.3,E,MORTGAGE,19.48
5000,6.08,A,MORTGAGE,3.75
8900,7.96,A,RENT,8.56
27300,26.77,E,MORTGAGE,26.25
9000,6.08,A,RENT,29.67
6400,6.08,A,RENT,4.41
10000,7.34,A,OWN,23.38
5000,13.59,C,RENT,14.2
25000,7.35,A,MORTGAGE,20.78
13000,12.62,C,RENT,25.08
10000,17.09,D,OWN,22.93
15200,20,D,RENT,27.86
20000,14.07,C,RENT,27.45
20000,9.43,B,RENT,33.85
2400,12.61,C,MORTGAGE,32.61
3000,6.08,A,OWN,33.42
5000,17.09,D,OWN,29.54
12000,10.9,B,MORTGAGE,34
10500,6.72,A,MORTGAGE,27.75
12000,16.02,C,MORTGAGE,21.65
24000,14.08,C,RENT,28.16
5600,7.34,A,OWN,35.58
10000,14.08,C,RENT,9.05
30000,10.42,B,RENT,11.04
15000,7.35,A,MORTGAGE,25.26
8000,9.44,B,MORTGAGE,13.69
15000,20,D,MORTGAGE,34.78
19425,15.04,C,RENT,33.89
8000,21.45,D,RENT,29.64
5825,10.91,B,RENT,16.37
15000,10.41,B,MORTGAGE,32.33
30000,12.62,C,MORTGAGE,25.33
10000,9.44,B,RENT,8.45
2000,9.92,B,OWN,2.55
25000,9.44,B,RENT,12.48
14400,13.59,C,RENT,8.93
12000,15.05,C,RENT,12.17
2000,19.42,D,OWN,24.52
32000,10.9,B,MORTGAGE,30.34
8650,6.08,A,RENT,14.06
22000,17.09,D,RENT,22.75
36000,9.44,B,MORTGAGE,15.98
32000,16.01,C,MORTGAGE,20.18
9000,6.07,A,MORTGAGE,5.19
20000,13.59,C,RENT,4.86
10000,25.82,E,MORTGAGE,15.23
10000,9.43,B,RENT,2.44
20000,25.81,E,RENT,29.16
4700,6.08,A,MORTGAGE,19.09
35175,9.44,B,MORTGAGE,2.75
30000,7.35,A,MORTGAGE,42.52
10000,14.07,C,MORTGAGE,3.8
24000,17.47,D,RENT,63.7
2500,20,D,OWN,30.52
12000,9.92,B,RENT,14.37
9775,5.31,A,MORTGAGE,17.31
8000,15.04,C,MORTGAGE,14.28
11000,19.03,D,RENT,19.39
20000,17.09,D,MORTGAGE,41.1
20000,12.62,C,RENT,24.94
27000,16.02,C,RENT,27.89
2000,10.41,B,MORTGAGE,12.8
3000,9.44,B,RENT,9.29
20000,13.59,C,RENT,18.2
5500,10.41,B,RENT,16.45
22000,5.31,A,MORTGAGE,7.75
8400,7.97,A,MORTGAGE,34.59
5500,6.72,A,MORTGAGE,15.04
20000,14.08,C,RENT,11.96
15000,13.59,C,RENT,16.54
32000,10.91,B,RENT,17.59
8400,10.9,B,MORTGAGE,28.85
10000,14.08,C,RENT,28.28
24500,12.62,C,MORTGAGE,25.16
6000,20,D,RENT,15.27
18000,6.08,A,RENT,19.3
2050,6.08,A,MORTGAGE,6.53
32000,9.93,B,RENT,9.82
3600,9.44,B,MORTGAGE,15.54
20000,7.96,A,MORTGAGE,25.6
5000,9.93,B,OWN,10.04
5000,11.99,B,RENT,1.33
15000,12.61,C,MORTGAGE,29.91
15000,5.32,A,RENT,17.4
20000,25.81,E,MORTGAGE,24.46
20000,10.9,B,MORTGAGE,26.42
30000,25.81,E,MORTGAGE,5.87
15000,5.32,A,MORTGAGE,2.03
15000,11.98,B,MORTGAGE,36.69
16000,21.85,D,RENT,25.06
5000,5.31,A,RENT,13.85
20000,9.92,B,MORTGAGE,12.88
31075,10.9,B,MORTGAGE,10.72
4200,20.39,D,RENT,6.4
20000,10.9,B,RENT,23.52
25000,14.08,C,MORTGAGE,19.47
18000,21.85,D,OWN,8.74
12000,13.58,C,RENT,6.47
35000,11.99,B,RENT,20.55
20000,10.91,B,OWN,20.45
30000,6.72,A,OWN,16.98
12500,19.03,D,RENT,5.8
28000,18.45,D,OWN,12.42
15000,10.9,B,RENT,19.61
40000,9.43,B,MORTGAGE,0.54
4500,7.97,A,MORTGAGE,16.77
5000,7.35,A,MORTGAGE,19.83
30000,7.34,A,MORTGAGE,6.17
10000,10.41,B,OWN,4.23
10000,10.41,B,RENT,6.9
10000,10.41,B,MORTGAGE,13.3
5000,10.41,B,MORTGAGE,2.91
24000,7.96,A,MORTGAGE,18.58
28000,24.85,E,RENT,16.07
35000,10.9,B,MORTGAGE,29.19
7600,9.43,B,MORTGAGE,15.98
16000,19.42,D,MORTGAGE,22.54
2400,11.99,B,OWN,14.03
36000,9.43,B,OWN,8.09
36000,7.35,A,RENT,12.37
30000,12.62,C,OWN,5.52
10000,7.34,A,OWN,12.9
12500,17.09,D,OWN,25.97
22000,15.04,C,MORTGAGE,8.28
32000,21.45,D,RENT,56.16
10000,7.97,A,OWN,0.36
3600,14.08,C,MORTGAGE,20.77
27625,17.47,D,MORTGAGE,12.76
16000,9.43,B,RENT,11.52
16000,9.43,B,OWN,19.26
10000,7.97,A,MORTGAGE,13.06
10000,9.44,B,MORTGAGE,22.55
10000,13.58,C,RENT,26.62
2500,12.62,C,MORTGAGE,1.39
24000,12.62,C,MORTGAGE,37.11
6650,22.91,E,RENT,26.5
20000,14.07,C,MORTGAGE,20.29
10000,7.96,A,MORTGAGE,27.09
14000,14.07,C,OWN,29.09
16000,6.72,A,OWN,26.18
8000,10.9,B,MORTGAGE,17.38
4000,11.99,B,RENT,32.93
20000,10.9,B,MORTGAGE,27.38
8000,9.44,B,OWN,10.26
15000,5.31,A,RENT,5.81
5000,11.99,B,MORTGAGE,38.07
3200,6.08,A,RENT,13.02
30000,5.32,A,MORTGAGE,19.44
24000,16.02,C,MORTGAGE,23.45
5000,15.05,C,RENT,24.45
10000,20.39,D,OWN,30.81
5000,6.72,A,MORTGAGE,7.86
13000,15.05,C,RENT,25.32
20000,9.93,B,RENT,27.98
15000,10.9,B,MORTGAGE,14.2
5500,9.93,B,OWN,14.27
7200,6.72,A,MORTGAGE,7.52
10000,18.45,D,RENT,24.06
15000,26.77,E,RENT,13.17
6000,18.06,D,MORTGAGE,8.69
21600,6.07,A,MORTGAGE,15.11
10000,14.08,C,OWN,11.33
4500,7.34,A,MORTGAGE,19.32
10000,12.61,C,RENT,18.68
8400,9.92,B,RENT,12.88
30000,17.09,D,RENT,17.77
5000,6.71,A,RENT,15.76
16000,7.35,A,MORTGAGE,15.71
36000,9.93,B,MORTGAGE,22.62
12000,7.34,A,RENT,15.37
35000,16.01,C,MORTGAGE,18.76
15000,7.35,A,MORTGAGE,24.69
13700,9.92,B,RENT,27.27
9600,6.71,A,MORTGAGE,14.28
24000,10.91,B,MORTGAGE,29.07
10000,11.98,B,OWN,8.95
25000,19.03,D,RENT,16.76
10000,16.02,C,OWN,12.29
5500,9.92,B,MORTGAGE,17.93
7500,7.34,A,MORTGAGE,7.44
40000,10.42,B,MORTGAGE,19.89
22000,19.42,D,MORTGAGE,14.41
7000,6.08,A,RENT,14.92
16000,9.92,B,MORTGAGE,9.6
26000,10.91,B,MORTGAGE,15.98
32000,14.08,C,RENT,12.56
7500,6.71,A,MORTGAGE,9.98
4800,7.35,A,MORTGAGE,17.52
10000,18.06,D,RENT,2.2
4000,13.58,C,MORTGAGE,25.3
8000,7.97,A,MORTGAGE,25.72
6000,13.58,C,MORTGAGE,20.06
20000,11.99,B,RENT,17.08
8000,7.97,A,OWN,7.37
25000,6.07,A,MORTGAGE,39.6
30000,9.92,B,MORTGAGE,4.24
5000,5.31,A,OWN,22.56
15000,15.05,C,RENT,21.48
40000,7.34,A,MORTGAGE,4.36
30000,9.93,B,MORTGAGE,27.49
20000,25.82,E,MORTGAGE,21.2
15000,7.34,A,MORTGAGE,6.48
20000,5.31,A,RENT,14.69
12000,15.04,C,RENT,29.89
19000,9.43,B,MORTGAGE,20.53
8000,5.31,A,MORTGAGE,11.84
6500,10.41,B,OWN,19.47
30000,18.06,D,MORTGAGE,21.51
5000,14.08,C,OWN,10.92
12000,10.41,B,RENT,4.9
1200,15.04,C,RENT,20.9
36475,7.97,A,MORTGAGE,23.98
20000,25.81,E,RENT,23.7
40000,13.59,C,MORTGAGE,38.28
18000,21.85,D,MORTGAGE,29.18
4000,6.72,A,MORTGAGE,15.51
24000,20.39,D,MORTGAGE,33.07
35000,12.61,C,MORTGAGE,36.07
10000,9.92,B,OWN,6.38
25000,7.34,A,RENT,9.99
12500,7.34,A,MORTGAGE,24.7
2800,9.44,B,RENT,22.23
20000,16.02,C,MORTGAGE,32.25
22400,9.92,B,MORTGAGE,33.17
40000,9.92,B,OWN,14.33
12600,13.59,C,OWN,23.15
10000,17.09,D,RENT,19.68
20000,14.08,C,MORTGAGE,7.33
20000,18.06,D,MORTGAGE,15.68
20000,17.09,D,RENT,58.53
35500,21.45,D,RENT,28.16
12000,18.06,D,MORTGAGE,21.98
35000,14.08,C,MORTGAGE,21.13
18000,5.31,A,RENT,6.56
10000,17.09,D,RENT,35.91
6025,10.42,B,MORTGAGE,23.01
15000,5.31,A,RENT,35.36
14000,15.05,C,MORTGAGE,10.29
6000,10.91,B,RENT,31.02
40000,9.44,B,MORTGAGE,30.51
10000,9.44,B,MORTGAGE,21.29
40000,5.32,A,OWN,10.39
28000,7.35,A,OWN,9.25
10450,6.08,A,RENT,18.57
5000,17.09,D,RENT,10.17
12000,7.96,A,MORTGAGE,11.05
10000,7.97,A,RENT,13.99
12000,9.43,B,MORTGAGE,17.75
30000,26.77,E,MORTGAGE,8.91
20000,5.31,A,RENT,10.7
12000,9.43,B,OWN,3.21
40000,6.07,A,MORTGAGE,27.72
40000,12.62,C,RENT,9.89
6400,13.59,C,RENT,4.99
8000,7.96,A,RENT,28.97
2000,14.08,C,MORTGAGE,14.75
30000,13.58,C,MORTGAGE,26.3
10900,21.45,D,RENT,33.85
4000,13.58,C,OWN,10.08
6500,19.03,D,RENT,15.62
10500,7.96,A,RENT,23.51
12000,7.96,A,MORTGAGE,36.98
2000,6.72,A,RENT,7.89
10000,18.45,D,OWN,9.79
28500,11.98,B,MORTGAGE,6
24000,17.09,D,RENT,23.59
5000,9.44,B,MORTGAGE,23.14
28000,7.34,A,MORTGAGE,11.08
19725,11.98,B,MORTGAGE,11.4
7000,19.03,D,RENT,12.94
12000,9.92,B,RENT,32.84
12000,20,D,OWN,17.5
20000,7.34,A,RENT,23.91
11200,7.97,A,RENT,22.82
1700,9.44,B,MORTGAGE,14.57
40000,5.32,A,MORTGAGE,3.81
10000,15.05,C,RENT,8.57
20000,19.03,D,OWN,25.15
9600,12.62,C,MORTGAGE,12.38
28000,5.32,A,MORTGAGE,15.97
15000,6.72,A,MORTGAGE,35.73
20000,5.32,A,MORTGAGE,6.96
15000,11.99,B,OWN,13.36
40000,12.61,C,MORTGAGE,15.64
10000,6.07,A,MORTGAGE,30.06
20000,11.99,B,MORTGAGE,10.7
25000,16.02,C,RENT,27.29
8400,15.05,C,RENT,29.81
10000,13.59,C,MORTGAGE,74.85
7000,11.98,B,MORTGAGE,15.84
28000,15.05,C,MORTGAGE,7.45
5200,18.45,D,OWN,19.13
20000,15.04,C,MORTGAGE,31.49
30000,15.04,C,MORTGAGE,6.9
16000,7.35,A,MORTGAGE,22.26
18000,9.44,B,RENT,11.92
21000,16.02,C,MORTGAGE,14.56
5000,14.07,C,OWN,12.78
30000,28.72,F,OWN,12.13
30000,19.03,D,MORTGAGE,14.24
18000,9.92,B,MORTGAGE,15.66
1000,22.91,E,RENT,39.55
25000,7.35,A,MORTGAGE,23.06
3000,18.45,D,MORTGAGE,5.6
20000,15.05,C,RENT,23.52
30000,23.88,E,MORTGAGE,26.14
2500,10.9,B,OWN,11.32
10000,6.08,A,MORTGAGE,19.75
12000,10.9,B,MORTGAGE,71.04
35000,21.85,D,RENT,47.81
8000,6.72,A,MORTGAGE,13.97
30000,13.58,C,MORTGAGE,17.71
25000,13.58,C,RENT,15.3
8000,15.04,C,RENT,24.82
20000,9.44,B,RENT,11.06
9000,17.47,D,RENT,16.64
20000,15.05,C,MORTGAGE,7.14
30000,25.81,E,MORTGAGE,16.45
28000,20.39,D,RENT,10.74
16000,13.58,C,RENT,31.08
16000,9.93,B,RENT,8.38
6000,15.05,C,MORTGAGE,16.7
12500,18.45,D,RENT,24.69
15000,15.04,C,MORTGAGE,21.69
40000,16.02,C,MORTGAGE,9.35
10000,14.07,C,OWN,27.08
35000,14.07,C,MORTGAGE,31.39
9000,7.97,A,RENT,29
25000,13.59,C,MORTGAGE,7.3
13500,15.05,C,RENT,17.33
12000,16.02,C,MORTGAGE,23.88
20000,12.62,C,OWN,14.65
30000,9.43,B,RENT,4.98
25000,12.62,C,RENT,15.2
25000,11.98,B,RENT,8.07
40000,13.59,C,RENT,16.43
40000,6.08,A,OWN,8.18
20000,10.41,B,MORTGAGE,17.84
7500,13.59,C,RENT,8.69
17000,28.72,F,RENT,18.8
35000,7.35,A,RENT,44.85
12000,10.9,B,MORTGAGE,25.74
16500,7.34,A,MORTGAGE,22.42
10000,10.42,B,RENT,23.8
10000,12.62,C,MORTGAGE,15.11
2500,9.93,B,RENT,25.14
20000,13.58,C,MORTGAGE,17.87
35000,17.47,D,RENT,4.67
15000,12.61,C,RENT,21.43
30000,9.43,B,OWN,16.18
21000,12.62,C,MORTGAGE,24.99
14000,9.93,B,OWN,20.09
15000,15.05,C,MORTGAGE,10.73
11200,25.81,E,RENT,33.14
25000,7.34,A,MORTGAGE,13.76
12000,10.42,B,MORTGAGE,14.73
10000,5.31,A,MORTGAGE,28.23
21000,12.62,C,MORTGAGE,15.93
16000,20,D,MORTGAGE,21.05
40000,10.91,B,MORTGAGE,24.3
16800,12.62,C,MORTGAGE,13.83
7000,5.31,A,MORTGAGE,8.63
20000,11.98,B,MORTGAGE,30.24
14400,7.96,A,RENT,27.83
30000,14.07,C,MORTGAGE,15.82
8000,14.08,C,RENT,18.77
5000,9.44,B,MORTGAGE,34.48
10000,13.59,C,MORTGAGE,13.18
5000,22.91,E,OWN,26.79
4000,6.08,A,MORTGAGE,14.85
15000,6.72,A,RENT,26.5
